Comic_Title,Publisher,Issue_Num,Published_Date
Saga (2012-Present),Image Comics,16,"November, 2013"
Saga (2012-Present),Image Comics,31,"November, 2015"
Saga (2012-Present),Image Comics,24,"October , 2014"
Saga (2012-Present),Image Comics,TP Vol 1A,"October, 2012"
Saga (2012-Present),Image Comics,15,"October, 2013"
Saga (2012-Present),Image Comics,14,"September, 2013"
Saga (2012-Present),Image Comics,23,"September, 2014"
Satellite Sam (2013-Present),Image Comics,1A,"July, 2013"
Savage Wolverine (2013-2014),Marvel Comics,2A,"April, 2013"
Savage Wolverine (2013-2014),Marvel Comics,6A,"August, 2013"
Savage Wolverine (2013-2014),Marvel Comics,1A,"March, 2013"
Savage Wolverine (2013-2014),Marvel Comics,3A,"May, 2013"
Scarlet Spider (2012-2014),Marvel Comics,20,"October, 2013"
Scarlet Spiders (2015),Marvel Comics,2,"February, 2015"
Scarlet Spiders (2015),Marvel Comics,1A,"January, 2015"
Scarlet Spiders (2015),Marvel Comics,3,"March, 2015"
Secret Invasion (2008-2009),Marvel Comics,3A,"August, 2008"
Secret Invasion (2008-2009),Marvel Comics,7A,"December, 2008"
Secret Invasion (2008-2009),Marvel Comics,8A,"January, 2009"
Secret Invasion (2008-2009),Marvel Comics,8A,"January, 2009"
Secret Invasion (2008-2009),Marvel Comics,2A,"July, 2008"
Secret Invasion (2008-2009),Marvel Comics,1A,"June, 2008"
Secret Invasion (2008-2009),Marvel Comics,6A,"November, 2008"
Secret Invasion (2008-2009),Marvel Comics,5A,"October, 2008"
Secret Invasion (2008-2009),Marvel Comics,4A,"September, 2008"
Secret Service (2012-2013),Marvel Comics/Icon,1A,"June, 2012"
Secret Wars (2015-2016),Marvel Comics,3A,"August, 2015"
Secret Wars (2015-2016),Marvel Comics,6A,"December, 2015"
Secret Wars (2015-2016),Marvel Comics,8D,"February, 2016"
Secret Wars (2015-2016),Marvel Comics,7A,"January, 2016"
Secret Wars (2015-2016),Marvel Comics,1A,"July, 2015"
Secret Wars (2015-2016),Marvel Comics,1B,"July, 2015"
Secret Wars (2015-2016),Marvel Comics,1K,"July, 2015"
Secret Wars (2015-2016),Marvel Comics,2A,"July, 2015"
Secret Wars (2015-2016),Marvel Comics,0A,"June, 2015"
Secret Wars (2015-2016),Marvel Comics,9A,"March, 2016"
Secret Wars (2015-2016),Marvel Comics,5A,"October, 2015"
Secret Wars (2015-2016),Marvel Comics,4A,"September, 2015"
Secret Wars 2099 (2015),Marvel Comics,2A,"August, 2015"
Secret Wars 2099 (2015),Marvel Comics,1A,"July, 2015"
Secret Wars 2099 (2015),Marvel Comics,5,"November, 2015"
Secret Wars 2099 (2015),Marvel Comics,4,"October, 2015"
Secret Wars 2099 (2015),Marvel Comics,3A,"September, 2015"
Sensational She-Hulk (1989-1994),Marvel Comics,12,"February, 1990"
Sensational She-Hulk (1989-1994),Marvel Comics,10,"January, 1989"
Sex (2013-Present),Image Comics,2A,"April, 2013"
Sex (2013-Present),Image Comics,1A,"March, 2013"
Sex Criminals (2013-Present),Image Comics,1A,"September, 2013"
Sheltered (2013-2015),Image Comics,1A,"July, 2013"
Showcase (1956-1978),DC Comics,75,"June, 1968"
Sidekick (2013-Present),Image Comics,1F,"August, 2013"
Sidekick (2013-Present),Image Comics,3,"October, 2013"
Silk (2015),Marvel Comics,1A,"April, 2015"
Silk (2015),Marvel Comics,5,"August, 2015"
Silk (2015),Marvel Comics,4,"July, 2015"
Silk (2015),Marvel Comics,3A,"June, 2015"
Silk (2015),Marvel Comics,2A,"May, 2015"
Silver Surfer (1968-1970),Marvel Comics,3,"December, 1968"
Silver Surfer (1968-1970),Marvel Comics,14,"March, 1970"
Silver Surfer (1988-1989),Marvel Comics/Epic,1B,"December, 1988"
Silver Surfer (2014-2016),Marvel Comics,9,"April, 2015"
Silver Surfer (2014-2016),Marvel Comics,3A,"August, 2014"
Silver Surfer (2014-2016),Marvel Comics,12,"August, 2015"
Silver Surfer (2014-2016),Marvel Comics,6,"December, 2014"
Silver Surfer (2014-2016),Marvel Comics,7,"January, 2015"
Silver Surfer (2014-2016),Marvel Comics,2A,"June, 2014"
Silver Surfer (2014-2016),Marvel Comics,11,"June, 2015"
Silver Surfer (2014-2016),Marvel Comics,8,"March, 2015"
Silver Surfer (2014-2016),Marvel Comics,1A,"May, 2014"
Silver Surfer (2014-2016),Marvel Comics,10,"May, 2015"
Silver Surfer (2014-2016),Marvel Comics,14,"November, 2015"
Silver Surfer (2014-2016),Marvel Comics,5A,"October, 2014"
Silver Surfer (2014-2016),Marvel Comics,4,"September, 2014"
Silver Surfer (2014-2016),Marvel Comics,13,"September, 2015"
Sledgehammer 44 (2013),Dark Horse Comics,1,"March, 2013"
Sleepwalker (1991-1994),Marvel Comics,1B,"June, 1991"
Sleepwalker (1991-1994),Marvel Comics,6,"November, 1991"
Sleepwalker (1991-1994),Marvel Comics,5,"October, 1991"
Snapshot (2013),Image Comics,1A,"February, 2013"
Southern Bastards (2014-Present),Image Comics,1A,"April, 2014"
Southern Bastards (2014-Present),Image Comics,3A,"July, 2014"
Southern Bastards (2014-Present),Image Comics,2A,"May, 2014"
Southern Bastards (2014-Present),Image Comics,4,"September, 2014"
Spawn (1992-Present),Image Comics,222A,"August, 2012"
Spawn (1992-Present),Image Comics,250B,"February, 2015"
Spawn (1992-Present),Image Comics,250C,"February, 2015"
Spawn (1992-Present),Image Comics,226A,"January, 2013"
Spawn (1992-Present),Image Comics,227A,"January, 2013"
Spawn (1992-Present),Image Comics,221A,"July, 2012"
Spawn (1992-Present),Image Comics,220G,"June, 2012"
Spawn (1992-Present),Image Comics,220A,"June, 2012"
Spawn (1992-Present),Image Comics,220B,"June, 2012"
Spawn (1992-Present),Image Comics,220C,"June, 2012"
Spawn (1992-Present),Image Comics,9B,"March, 1993"
Spawn (1992-Present),Image Comics,1B,"May, 1992"
Spawn (1992-Present),Image Comics,225A,"November, 2012"
Spawn (1992-Present),Image Comics,224A,"October, 2012"
Spawn (1992-Present),Image Comics,223A,"September, 2012"
Spectacular Spider-Man (1976-1998),Marvel Comics,Annual 9,1989
Spectacular Spider-Man (1976-1998),Marvel Comics,149B,"April, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,163A,"April, 1990"
Spectacular Spider-Man (1976-1998),Marvel Comics,141B,"August, 1988"
Spectacular Spider-Man (1976-1998),Marvel Comics,153A,"August, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,Annual 10A,"August, 1990"
Spectacular Spider-Man (1976-1998),Marvel Comics,167A,"August, 1990"
Spectacular Spider-Man (1976-1998),Marvel Comics,1A,"December, 1976"
Spectacular Spider-Man (1976-1998),Marvel Comics,158A,"December, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,145C,"December, 1992"
Spectacular Spider-Man (1976-1998),Marvel Comics,147,"February, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,161,"February, 1990"
Spectacular Spider-Man (1976-1998),Marvel Comics,134A,"January, 1988"
Spectacular Spider-Man (1976-1998),Marvel Comics,146,"January, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,160A,"January, 1990"
Spectacular Spider-Man (1976-1998),Marvel Comics,140B,"July, 1988"
Spectacular Spider-Man (1976-1998),Marvel Comics,152A,"July, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,151A,"June, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,165,"June, 1990"
Spectacular Spider-Man (1976-1998),Marvel Comics,148,"March, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,162A,"March, 1990"
Spectacular Spider-Man (1976-1998),Marvel Comics,150,"May, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,164A,"May, 1990"
Spectacular Spider-Man (1976-1998),Marvel Comics,159,"Mid December, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,132B,"November, 1987"
Spectacular Spider-Man (1976-1998),Marvel Comics,144B,"November, 1988"
Spectacular Spider-Man (1976-1998),Marvel Comics,156A,"November, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,157,"November, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,119B,"October, 1986"
Spectacular Spider-Man (1976-1998),Marvel Comics,131,"October, 1987"
Spectacular Spider-Man (1976-1998),Marvel Comics,143B,"October, 1988"
Spectacular Spider-Man (1976-1998),Marvel Comics,155A,"October, 1989"
Spectacular Spider-Man (1976-1998),Marvel Comics,142A,"September, 1988"
Spectacular Spider-Man (1976-1998),Marvel Comics,154A,"September, 1989"
Spider-Gwen (2015),Marvel Comics,1D,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1Q,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1Q,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1N,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1N,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1J,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1J,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1C,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1C,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1A,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1B,"April, 2015"
Spider-Gwen (2015),Marvel Comics,1B,"April, 2015"
Spider-Gwen (2015),Marvel Comics,5A,"August, 2015"
Spider-Gwen (2015),Marvel Comics,4A,"July, 2015"
Spider-Gwen (2015),Marvel Comics,3A,"June, 2015"
Spider-Gwen (2015),Marvel Comics,2A,"May, 2015"
Spider-Island (2015),Marvel Comics,5,"December, 2015"
Spider-Island (2015),Marvel Comics,3A,"November, 2015"
Spider-Island (2015),Marvel Comics,4,"November, 2015"
Spider-Island (2015),Marvel Comics,2A,"October, 2015"
Spider-Island (2015),Marvel Comics,1A,"September, 2015"
Spider-Man (1990-1998),Marvel Comics,1B,"August, 1990"
Spider-Man (1990-1998),Marvel Comics,1A,"August, 1990"
Spider-Man (1990-1998),Marvel Comics,1E,"August, 1990"
Spider-Man (1990-1998),Marvel Comics,5B,"December, 1990"
Spider-Man (1990-1998),Marvel Comics,4B,"November, 1990"
Spider-Man (1990-1998),Marvel Comics,3,"October, 1990"
Spider-Man (1990-1998),Marvel Comics,2B,"September, 1990"
Spider-Man (2016-Present),Marvel Comics,1C,"April, 2016"
Spider-Man (2016-Present),Marvel Comics,2A,"May, 2016"
Spider-Man 2099 (1992-1996),Marvel Comics,1A,"November, 1992"
Spider-Man 2099 (2014-2015),Marvel Comics,9,"April, 2015"
Spider-Man 2099 (2014-2015),Marvel Comics,4B,"December, 2014"
Spider-Man 2099 (2014-2015),Marvel Comics,4A,"December, 2014"
Spider-Man 2099 (2014-2015),Marvel Comics,5A,"December, 2014"
Spider-Man 2099 (2014-2015),Marvel Comics,5A,"December, 2014"
Spider-Man 2099 (2014-2015),Marvel Comics,6,"January, 2015"
Spider-Man 2099 (2014-2015),Marvel Comics,12,"July, 2015"
Spider-Man 2099 (2014-2015),Marvel Comics,11,"June, 2015"
Spider-Man 2099 (2014-2015),Marvel Comics,7,"March, 2015"
Spider-Man 2099 (2014-2015),Marvel Comics,8,"March, 2015"
Spider-Man 2099 (2014-2015),Marvel Comics,10,"May, 2015"
Spider-Man 2099 (2014-2015),Marvel Comics,3A,"November, 2014"
Spider-Man 2099 (2014-2015),Marvel Comics,2A,"October, 2014"
Spider-Man 2099 (2014-2015),Marvel Comics,1B,"September, 2014"
Spider-Man 2099 (2014-2015),Marvel Comics,1A,"September, 2014"
Spider-Man and the X-Men (2015-Present),Marvel Comics,3A,"April, 2015"
Spider-Man and the X-Men (2015-Present),Marvel Comics,1A,"February, 2015"
Spider-Man and the X-Men (2015-Present),Marvel Comics,1B,"February, 2015"
Spider-Man and the X-Men (2015-Present),Marvel Comics,6,"June, 2015"
Spider-Man and the X-Men (2015-Present),Marvel Comics,5,"June, 2015"
Spider-Man and the X-Men (2015-Present),Marvel Comics,2A,"March, 2015"
Spider-Man and the X-Men (2015-Present),Marvel Comics,4,"May, 2015"
Spider-Man Unlimited (2004-2006),Marvel Comics,4,"September, 2004"
Spider-Man vs. Wolverine (1987),Marvel Comics,1A,"February, 1987"
Spider-Man/Deadpool (2016),Marvel Comics,2A,"April, 2016"
Spider-Man/Deadpool (2016),Marvel Comics,1A,"March, 2016"
Spider-Man/Deadpool (2016),Marvel Comics,3A,"May, 2016"
Spider-Men (2012),Marvel Comics,1A,"August, 2012"
Spider-Men (2012),Marvel Comics,2A,"August, 2012"
Spider-Men (2012),Marvel Comics,5A,"November, 2012"
Spider-Men (2012),Marvel Comics,4A,"October, 2012"
Spider-Men (2012),Marvel Comics,3A,"September, 2012"
Spider-Verse (2014-2015),Marvel Comics,1A,"January, 2015"
Spider-Verse (2014-2015),Marvel Comics,2,"March, 2015"
Spider-Verse (2015),Marvel Comics,2A,"August, 2015"
Spider-Verse (2015),Marvel Comics,1A,"July, 2015"
Spider-Verse (2015),Marvel Comics,4A,"October, 2015"
Spider-Verse (2015),Marvel Comics,5A,"October, 2015"
Spider-Verse (2015),Marvel Comics,3A,"September, 2015"
Spider-Verse Team-Up (2015),Marvel Comics,2,"February, 2015"
Spider-Verse Team-Up (2015),Marvel Comics,1A,"January, 2015"
Spider-Verse Team-Up (2015),Marvel Comics,3,"March, 2015"
Spider-Woman (1978-1983),Marvel Comics,1A,"April, 1978"
Spider-Woman (2015),Marvel Comics,4,"April, 2015"
Spider-Woman (2015),Marvel Comics,2A,"February, 2015"
Spider-Woman (2015),Marvel Comics,1A,"January, 2015"
Spider-Woman (2015),Marvel Comics,3A,"March, 2015"
Spidey (2016-Present),Marvel Comics,3A,"April, 2016"
Spidey (2016-Present),Marvel Comics,1C,"February, 2016"
Spidey (2016-Present),Marvel Comics,2A,"March, 2016"
Spidey Super Stories (1974-1982),Marvel Comics,18,"August, 1976"
Spread (2014-Present),Image Comics,2A,"August, 2014"
Spread (2014-Present),Image Comics,1A,"July, 2014"
Spread (2014-Present),Image Comics,3,"September, 2014"
Star Trek (1984-1988),DC Comics,36,"March, 1987"
Star Wars (1977-1986),Marvel Comics,82B,"April, 1984"
Star Wars (1977-1986),Marvel Comics,42A,"December, 1980"
Star Wars (1977-1986),Marvel Comics,1A,"July, 1977"
Star Wars (2013-2014),Dark Horse Comics,4A,"April, 2013"
Star Wars (2013-2014),Dark Horse Comics,8,"August, 2013"
Star Wars (2013-2014),Dark Horse Comics,2A,"February, 2013"
Star Wars (2013-2014),Dark Horse Comics,1A,"January, 2013"
Star Wars (2013-2014),Dark Horse Comics,7A,"July, 2013"
Star Wars (2013-2014),Dark Horse Comics,6,"June, 2013"
Star Wars (2013-2014),Dark Horse Comics,3A,"March, 2013"
Star Wars (2013-2014),Dark Horse Comics,5,"May, 2013"
Star Wars (2013-2014),Dark Horse Comics,10,"October, 2013"
Star Wars (2013-2014),Dark Horse Comics,9,"September, 2013"
Star Wars (2015-Present),Marvel Comics,2A,"April, 2015"
Star Wars (2015-Present),Marvel Comics,16A,"April, 2016"
Star Wars (2015-Present),Marvel Comics,6A,"August, 2015"
Star Wars (2015-Present),Marvel Comics,10A,"December, 2015"
Star Wars (2015-Present),Marvel Comics,Annual 1A,"February, 2016"
Star Wars (2015-Present),Marvel Comics,13A,"February, 2016"
Star Wars (2015-Present),Marvel Comics,11A,"January, 2016"
Star Wars (2015-Present),Marvel Comics,12A,"January, 2016"
Star Wars (2015-Present),Marvel Comics,5A,"July, 2015"
Star Wars (2015-Present),Marvel Comics,4A,"June, 2015"
Star Wars (2015-Present),Marvel Comics,1E,"March, 2015"
Star Wars (2015-Present),Marvel Comics,1ZP,"March, 2015"
Star Wars (2015-Present),Marvel Comics,1C,"March, 2015"
Star Wars (2015-Present),Marvel Comics,1B,"March, 2015"
Star Wars (2015-Present),Marvel Comics,14A,"March, 2016"
Star Wars (2015-Present),Marvel Comics,15A,"March, 2016"
Star Wars (2015-Present),Marvel Comics,3A,"May, 2015"
Star Wars (2015-Present),Marvel Comics,17A,"May, 2016"
Star Wars (2015-Present),Marvel Comics,9A,"November, 2015"
Star Wars (2015-Present),Marvel Comics,8A,"October, 2015"
Star Wars (2015-Present),Marvel Comics,7A,"September, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,1A,"April, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,1B,"April, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,1H,"April, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,2A,"April, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,16,"April, 2016"
Star Wars: Darth Vader (2015-Present),Marvel Comics,6A,"August, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,10,"December, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,11,"December, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,Annual 1A,"February, 2016"
Star Wars: Darth Vader (2015-Present),Marvel Comics,14A,"February, 2016"
Star Wars: Darth Vader (2015-Present),Marvel Comics,12,"January, 2016"
Star Wars: Darth Vader (2015-Present),Marvel Comics,13A,"January, 2016"
Star Wars: Darth Vader (2015-Present),Marvel Comics,5A,"July, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,4A,"June, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,15A,"March, 2016"
Star Wars: Darth Vader (2015-Present),Marvel Comics,3A,"May, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,17,"May, 2016"
Star Wars: Darth Vader (2015-Present),Marvel Comics,18,"May, 2016"
Star Wars: Darth Vader (2015-Present),Marvel Comics,9A,"November, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,8,"October, 2015"
Star Wars: Darth Vader (2015-Present),Marvel Comics,7A,"September, 2015"
Star Wars: Vader Down,Marvel Comics,1A,"January, 2016"
Starlight (2014),Image Comics,1A,"March, 2014"
Starlight (2014),Image Comics,1B,"March, 2014"
Strain: The Night Eternal (2014-2015),Dark Horse Comics,1,"August, 2014"
Strange Adventures (1950-1973),DC Comics,205,"October, 1967"
Strange Talent of Luther Strode (2011-2012),Image Comics,TP,"April, 2012"
Strange Tales (1951-1976),Marvel Comics,180,"June, 1975"
Strange Tales (1987-1988),Marvel Comics,10A,"January, 1988"
Stuff of Legend (2009),Villard Books,TP,"May, 2010"
"Suicide Squad (1987-1992, 2010)",DC Comics,1A,"May, 1987"
Suicide Squad (2011-2014),DC Comics,15,"February, 2013"
Suicide Squad (2011-2014),DC Comics,14A,"January, 2013"
Sundowners (2014-2015),Dark Horse Comics,1,"August, 2014"
Sunfire and Big Hero 6 (1998),Marvel Comics,1,"September, 1998"
Super Friends (1976-1981),DC Comics,43A,"April, 1981"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,8,"April, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,12,"August, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,4A,"December, 2013"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,16,"December, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,6,"February, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,7,"February, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,5A,"January, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,17,"January, 2015"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,11,"June, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,9,"May, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,10,"May, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,3A,"November, 2013"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,15,"November, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,2A,"October, 2013"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,14,"October, 2014"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,1A,"September, 2013"
Superior Foes of Spider-Man (2013-2015),Marvel Comics,13,"September, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,3A,"April, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,4A,"April, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,27A,"April, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,28A,"April, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,11,"August, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,12,"August, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,19A,"December, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,20A,"December, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,23A,"February, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,24A,"February, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,Annual 1A,"January, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,21,"January, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,22A,"January, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,10,"July, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,9A,"July, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,9A,"July, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,7,"June, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,8A,"June, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,31A,"June, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,31D,"June, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,1C,"March, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,1A,"March, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,2A,"March, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,1B,"March, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,25A,"March, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,26A,"March, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,5A,"May, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,6A,"May, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,6.1AU,"May, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,Annual 2,"May, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,29A,"May, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,30A,"May, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,17A,"November, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,18A,"November, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,18A,"November, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,33A,"November, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,16A,"October, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,32A,"October, 2014"
Superior Spider-Man (2013-2014),Marvel Comics,13A,"September, 2013"
Superior Spider-Man (2013-2014),Marvel Comics,14,"September, 2013"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,10,"April, 2014"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,4A,"December, 2013"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,5,"December, 2013"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,7,"February, 2014"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,8,"February, 2014"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,6,"January, 2014"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,12,"June, 2014"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,9,"March, 2014"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,11,"May, 2014"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,3,"November, 2013"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,2,"October, 2013"
Superior Spider-Man Team-Up (2013-2014),Marvel Comics,1A,"September, 2013"
Superior Spider-Man Team-Up Special (2013),Marvel Comics,1A,"December, 2013"
"Superman (1939-1986, 2006-2011)",DC Comics,185,"April, 1966"
Superman (1987-2006),DC Comics,4B,"April, 1987"
Superman (2011-2016) ,DC Comics,23.1A,"November, 2013"
Superman (2011-2016) ,DC Comics,23.2A,"November, 2013"
Superman Unchained (2013-2015),DC Comics,1A,"August, 2013"
Superman Unchained (2013-2015),DC Comics,5A,"February, 2014"
Superman Unchained (2013-2015),DC Comics,4A,"January, 2014"
Superman Unchained (2013-2015),DC Comics,6A,"May, 2014"
Superman Unchained (2013-2015),DC Comics,3A,"October, 2013"
Superman Unchained (2013-2015),DC Comics,2A,"September, 2013"
Superman vs. The Amazing Spider-Man,DC Comics/Marvel Comics,1,1976
Superman/Wonder Woman (2013-2016),DC Comics,27B,"May, 2016"
Superman: The Man of Steel (1991-2003),DC Comics,18B,"December, 1992"
Superman: The Man of Steel (1991-2003),DC Comics,21,"March, 1993"
Swamp Thing (1984-1996),DC Comics,37,"June, 1985"
Swamp Thing (2011-2015),DC Comics,6A,"April, 2012"
Swamp Thing (2011-2015),DC Comics,10,"August, 2012"
Swamp Thing (2011-2015),DC Comics,2A,"December, 2011"
Swamp Thing (2011-2015),DC Comics,4,"February, 2012"
Swamp Thing (2011-2015),DC Comics,3,"January, 2012"
Swamp Thing (2011-2015),DC Comics,9A,"July, 2012"
Swamp Thing (2011-2015),DC Comics,8A,"June, 2012"
Swamp Thing (2011-2015),DC Comics,5A,"March, 2012"
Swamp Thing (2011-2015),DC Comics,7A,"May, 2012"
Swamp Thing (2011-2015),DC Comics,1A,"November, 2011"
Swamp Thing (2011-2015),DC Comics,0,"November, 2012"
Swamp Thing (2011-2015),DC Comics,12,"October, 2012"
Swamp Thing (2011-2015),DC Comics,11,"September, 2012"
Tales of Suspense (1959-1968),Marvel Comics,63,"March, 1965"
Tales of Suspense (1959-1968),Marvel Comics,65,"May, 1965"
Tales of Suspense (1959-1968),Marvel Comics,94,"October, 1967"
Tales of the Legion of Super-Heroes (1984-1987),DC Comics,338B,"August, 1986"
Tales of the Legion of Super-Heroes (1984-1987),DC Comics,319B,"January, 1985"
Tales of the Legion of Super-Heroes (1984-1987),DC Comics,333B,"March, 1986"
Tales of the Teen Titans (1984-1988),DC Comics,68,"August, 1986"
Tales of the Teen Titans (1984-1988),DC Comics,44B,"July, 1984"
Tales to Astonish (1959-1968),Marvel Comics,57,"July, 1964"
Tales to Astonish (1959-1968),Marvel Comics,60,"October, 1964"
Talon (2012-2014),DC Comics,1A,"December, 2012"
Team America (1982-1983),Marvel Comics,1B,"June, 1982"
Teen Titans (2011-2014),DC Comics,17A,"April, 2013"
Teen Titans (2011-2014),DC Comics,15B,"March, 2013"
Teen Titans (2011-2014),DC Comics,16A,"March, 2013"
Teen Titans (2011-2014),DC Comics,18A,"May, 2013"
Teenage Mutant Ninja Turtles (1984-1993),Mirage Studios Comics,5A,"November, 1987"
Teenage Mutant Ninja Turtles (2011-Present),IDW Publishing,50O,"October, 2015"
Teenage Mutant Ninja Turtles (2011-Present),IDW Publishing,50J,"October, 2015"
Ten Grand (2013-2015),Image Comics,1A,"May, 2013"
Thanos Annual (2014),Marvel Comics,1A,"July, 2014"
Thanos Quest (1990),Marvel Comics,1A,"September, 1990"
Thanos Quest (1990),Marvel Comics,2A,"September, 1990"
Thanos Rising (2013),Marvel Comics,3,"August, 2013"
Thanos Rising (2013),Marvel Comics,4A,"August, 2013"
Thanos Rising (2013),Marvel Comics,2A,"July, 2013"
Thanos Rising (2013),Marvel Comics,1A,"June, 2013"
Thanos Rising (2013),Marvel Comics,1D,"June, 2013"
Thanos Rising (2013),Marvel Comics,1D,"June, 2013"
Thanos Rising (2013),Marvel Comics,5,"October, 2013"
Thanos vs. Hulk (2015),Marvel Comics,3A,"April, 2015"
Thanos vs. Hulk (2015),Marvel Comics,1A,"February, 2015"
Thanos vs. Hulk (2015),Marvel Comics,2A,"March, 2015"
Thanos vs. Hulk (2015),Marvel Comics,4A,"May, 2015"
